Run,Center.Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,BioProject,create_date,AvgSpotLen,Bases,Bytes,tissue,Library.Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,Age,isolate,Ecotype,treatment,sample_type,replicate,Collection_Date,Temp,source_name,collected_by,BIOMATERIAL_PROVIDER,genotype,Sample_name,AssemblyName,Collection_time,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,intentional_duplicate..run.,growth_protocol,Developmental_stage,disease,isolation_source,Broker_name,Organism_part,Experimental_Factor._sampling_time..exp.,growth_condition,INSDC_center_alias,Scientific_Name,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,Host,lat_lon,estimated_size,isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,ID,PHENOTYPE,Library,timepoint,lab_host,Development_stage,agent,Group,inbred_line,time_point,strain,population,env_broad_scale,env_local_scale,env_medium,host_tissue_sampled,cell_line,growth_facility,light_regimen,organism_common_name,plant_treatment,ploidy,Sample_id,soil_ph,subspecific_genetic_lineage_name,subspecific_genetic_lineage_rank,watering_regimen,DPI,Host_Age,host_body_habitat,host_last_meal,host_life_stage,variety,tissue_type,Biosample_attributes,isol_growth_condt,Label,replication,Tissue,Sample.Name,Library.Name,Cultivar,dev_stage,Age,genotype,Sample_name,Scientific_Name,variety,tissue,Tissue,Tissue_type,BioProject,Variety,Condition,Study_type,Variety_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name
SRR12709590,"GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY, HISAR, INDIA",SRX9188485,NextSeq 500,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,RI,PRJNA665332,2020,150,3773086364,1541432482,Leaf,RI,India,Asia,Plant,NA,not applicable,not applicable,not applicable,not applicable,not applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,RI,RI,not applicable,not applicable,not applicable,NA,NA,NA,NA,Leaf,Leaf,,PRJNA665332,,,,,India,Asia,NA
SRR12709591,"GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY, HISAR, INDIA",SRX9188484,NextSeq 500,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,SC,PRJNA665332,2020,150,3318642109,1375104320,Leaf,SC,India,Asia,Plant,NA,not applicable,not applicable,not applicable,not applicable,not applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,SC,SC,not applicable,not applicable,not applicable,NA,NA,NA,NA,Leaf,Leaf,,PRJNA665332,,,,,India,Asia,NA
SRR12709592,"GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY, HISAR, INDIA",SRX9188483,NextSeq 500,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021,RC,PRJNA665332,2020,150,2930503524,1217916936,Leaf,RC,India,Asia,Plant,NA,not applicable,not applicable,not applicable,not applicable,not applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf,RC,RC,not applicable,not applicable,not applicable,NA,NA,NA,NA,Leaf,Leaf,,PRJNA665332,,,,,India,Asia,NA
SRR12799877,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268875,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Red_1,PRJNA668052,2020,150,7292907890,3108801683,Fruit (Pericarp),Red_1,Spain,Europe,Plant,NA,California (Melchor),Ripe Red,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Red_1,Red_1,California (Melchor),Ripe Red,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799878,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268874,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_1_5,PRJNA668052,2020,150,9010963768,3820878705,Fruit (Pericarp),Breaking_Point_1_5,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 1,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_1_5,Breaking_Point_1_5,California (Melchor),Breaking Point 1,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799879,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268873,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_1_4,PRJNA668052,2020,150,7930568522,3350134955,Fruit (Pericarp),Breaking_Point_1_4,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 1,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_1_4,Breaking_Point_1_4,California (Melchor),Breaking Point 1,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799880,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268872,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_1_3,PRJNA668052,2020,150,8022889134,3394355650,Fruit (Pericarp),Breaking_Point_1_3,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 1,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_1_3,Breaking_Point_1_3,California (Melchor),Breaking Point 1,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799881,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268871,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_1_2,PRJNA668052,2020,150,8014355794,3378174321,Fruit (Pericarp),Breaking_Point_1_2,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 1,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_1_2,Breaking_Point_1_2,California (Melchor),Breaking Point 1,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799882,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268870,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_1_1,PRJNA668052,2020,150,8439384683,3568547147,Fruit (Pericarp),Breaking_Point_1_1,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 1,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_1_1,Breaking_Point_1_1,California (Melchor),Breaking Point 1,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799883,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268869,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Green_4,PRJNA668052,2020,150,6057625381,2579897693,Fruit (Pericarp),Green_4,Spain,Europe,Plant,NA,California (Melchor),Immature Green,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Green_4,Green_4,California (Melchor),Immature Green,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799884,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268868,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_with_NO_5,PRJNA668052,2020,150,6577084468,2706693615,Fruit (Pericarp),Breaking_Point_2_with_NO_5,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,"Nitric oxide gas (5 ppm)\, 1 h",NA,biological replicate 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_with_NO_5,Breaking_Point_2_with_NO_5,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799885,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268867,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_with_NO_4,PRJNA668052,2020,150,8231863825,3395443924,Fruit (Pericarp),Breaking_Point_2_with_NO_4,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,"Nitric oxide gas (5 ppm)\, 1 h",NA,biological replicate 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_with_NO_4,Breaking_Point_2_with_NO_4,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799886,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268866,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_with_NO_3,PRJNA668052,2020,150,7549934113,3110272308,Fruit (Pericarp),Breaking_Point_2_with_NO_3,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,"Nitric oxide gas (5 ppm)\, 1 h",NA,biological replicate 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_with_NO_3,Breaking_Point_2_with_NO_3,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799887,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268865,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_with_NO_2,PRJNA668052,2020,150,9501592009,3899130279,Fruit (Pericarp),Breaking_Point_2_with_NO_2,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,"Nitric oxide gas (5 ppm)\, 1 h",NA,biological replicate 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_with_NO_2,Breaking_Point_2_with_NO_2,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799888,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268864,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Green_3,PRJNA668052,2020,150,7310709200,3096901360,Fruit (Pericarp),Green_3,Spain,Europe,Plant,NA,California (Melchor),Immature Green,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Green_3,Green_3,California (Melchor),Immature Green,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799889,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268863,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_with_NO_1,PRJNA668052,2020,150,6894900348,2829091265,Fruit (Pericarp),Breaking_Point_2_with_NO_1,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,"Nitric oxide gas (5 ppm)\, 1 h",NA,biological replicate 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_with_NO_1,Breaking_Point_2_with_NO_1,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799890,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268862,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_without_NO_5,PRJNA668052,2020,150,7402136539,3036579262,Fruit (Pericarp),Breaking_Point_2_without_NO_5,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_without_NO_5,Breaking_Point_2_without_NO_5,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799891,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268861,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_without_NO_4,PRJNA668052,2020,150,6681700483,2735451305,Fruit (Pericarp),Breaking_Point_2_without_NO_4,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_without_NO_4,Breaking_Point_2_without_NO_4,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799892,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268860,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_without_NO_3,PRJNA668052,2020,150,6393461945,2629394879,Fruit (Pericarp),Breaking_Point_2_without_NO_3,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_without_NO_3,Breaking_Point_2_without_NO_3,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799893,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268859,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_without_NO_2,PRJNA668052,2020,150,6716664247,2767282540,Fruit (Pericarp),Breaking_Point_2_without_NO_2,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_without_NO_2,Breaking_Point_2_without_NO_2,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799894,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268858,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Breaking_Point_2_without_NO_1,PRJNA668052,2020,150,7084222105,2900217776,Fruit (Pericarp),Breaking_Point_2_without_NO_1,Spain,Europe,Plant,NA,California (Melchor),Breaking Point 2,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Breaking_Point_2_without_NO_1,Breaking_Point_2_without_NO_1,California (Melchor),Breaking Point 2,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
SRR12799895,"ESTACION EXPERIMENTAL DEL ZAIDIN, CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)",SRX9268857,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2020,Red_5,PRJNA668052,2020,150,7687143797,3151794140,Fruit (Pericarp),Red_5,Spain,Europe,Plant,NA,California (Melchor),Ripe Red,not collected,Pepper plant grown in plastic-covered greenhouse,not applicable,not applicable,NA,biological replicate 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pericarp,Red_5,Red_5,California (Melchor),Ripe Red,not collected,NA,NA,NA,NA,Fruit (Pericarp),Pericarp,,PRJNA668052,,,,,Spain,Europe,NA
