Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_time,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,intentional_duplicate (run),LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,source_name,SRA Study,tissue
SRR13520923,RNA-Seq,assembly,283,6775744800,PRJNA694629,SAMN17528327,1334445658,GEO,30 Days After Anthesis (DAA),public,"run.zq,sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931899,GSM5033816,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:19:00Z,1,GSM5033816,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520924,RNA-Seq,assembly,286,5384868750,PRJNA694629,SAMN17528326,1190831673,GEO,30 Days After Anthesis (DAA),public,"run.zq,bam,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931900,GSM5033817,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:14:00Z,1,GSM5033817,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520925,RNA-Seq,assembly,280,7896715050,PRJNA694629,SAMN17528325,1537874275,GEO,40 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931901,GSM5033818,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:28:00Z,1,GSM5033818,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520926,RNA-Seq,assembly,286,5369645550,PRJNA694629,SAMN17528324,1175532087,GEO,40 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9931902,GSM5033819,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:08:00Z,1,GSM5033819,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520927,RNA-Seq,assembly,284,6292887150,PRJNA694629,SAMN17528323,1275392085,GEO,50 Days After Anthesis (DAA),public,"run.zq,bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9931903,GSM5033820,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:15:00Z,1,GSM5033820,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520928,RNA-Seq,assembly,284,6226625250,PRJNA694629,SAMN17528322,1276424262,GEO,50 Days After Anthesis (DAA),public,"sra,bam,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931904,GSM5033821,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033821,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520929,RNA-Seq,assembly,284,5715316650,PRJNA694629,SAMN17528321,1218313057,GEO,60 Days After Anthesis (DAA),public,"bam,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9931905,GSM5033822,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:40:00Z,1,GSM5033822,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520930,RNA-Seq,assembly,284,6228423000,PRJNA694629,SAMN17528320,1262157923,GEO,60 Days After Anthesis (DAA),public,"sra,bam,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931906,GSM5033823,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:20:00Z,1,GSM5033823,Domesticated variety,Zunla-1,SRP303149,Whole fruit
SRR13520931,RNA-Seq,assembly,300,5731251900,PRJNA694629,SAMN17528319,1406730533,GEO,0 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931907,GSM5033824,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:16:00Z,1,GSM5033824,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520932,RNA-Seq,assembly,300,6462772800,PRJNA694629,SAMN17528318,1481952569,GEO,0 Days After Anthesis (DAA),public,"bam,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9931908,GSM5033825,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:19:00Z,1,GSM5033825,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520933,RNA-Seq,assembly,300,6302608800,PRJNA694629,SAMN17528317,1462025033,GEO,10 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931909,GSM5033826,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:18:00Z,1,GSM5033826,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520934,RNA-Seq,assembly,300,6354107700,PRJNA694629,SAMN17528316,1477941390,GEO,10 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931910,GSM5033827,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033827,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520935,RNA-Seq,assembly,300,6823206600,PRJNA694629,SAMN17528315,1513250537,GEO,20 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9931911,GSM5033828,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:16:00Z,1,GSM5033828,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520936,RNA-Seq,assembly,300,7419459600,PRJNA694629,SAMN17528314,1611790257,GEO,20 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9931912,GSM5033829,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:25:00Z,1,GSM5033829,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520937,RNA-Seq,assembly,300,5834504700,PRJNA694629,SAMN17528313,1427653378,GEO,30 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9931913,GSM5033830,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:15:00Z,1,GSM5033830,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520938,RNA-Seq,assembly,300,7272918900,PRJNA694629,SAMN17528312,1581023612,GEO,30 Days After Anthesis (DAA),public,"run.zq,sra,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9931914,GSM5033831,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:18:00Z,1,GSM5033831,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520939,RNA-Seq,assembly,300,6417181800,PRJNA694629,SAMN17528342,1479052342,GEO,40 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931915,GSM5033832,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:21:00Z,1,GSM5033832,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520940,RNA-Seq,assembly,300,7723173300,PRJNA694629,SAMN17528341,1618189108,GEO,40 Days After Anthesis (DAA),public,"bam,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9931916,GSM5033833,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:14:00Z,1,GSM5033833,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520941,RNA-Seq,assembly,300,6862905000,PRJNA694629,SAMN17528340,1538455811,GEO,50 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9931917,GSM5033834,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:20:00Z,1,GSM5033834,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520942,RNA-Seq,assembly,300,7772959800,PRJNA694629,SAMN17528339,1612005472,GEO,50 Days After Anthesis (DAA),public,"bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9931918,GSM5033835,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:18:00Z,1,GSM5033835,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520943,RNA-Seq,assembly,300,6380609700,PRJNA694629,SAMN17528338,1465020359,GEO,60 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9931919,GSM5033836,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:17:00Z,1,GSM5033836,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520944,RNA-Seq,assembly,300,7614713100,PRJNA694629,SAMN17528337,1581494843,GEO,60 Days After Anthesis (DAA),public,"run.zq,sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9931920,GSM5033837,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:29:00Z,1,GSM5033837,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520945,RNA-Seq,assembly,300,7717843200,PRJNA694629,SAMN17528357,1580801483,GEO,70 Days After Anthesis (DAA),public,"sra,run.zq,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9931921,GSM5033838,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:12:00Z,1,GSM5033838,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520946,RNA-Seq,assembly,300,8423400900,PRJNA694629,SAMN17528356,1656047495,GEO,70 Days After Anthesis (DAA),public,"sra,bam,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9931922,GSM5033839,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:21:00Z,1,GSM5033839,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520947,RNA-Seq,assembly,300,6902067000,PRJNA694629,SAMN17528355,1475991548,GEO,80 Days After Anthesis (DAA),public,"bam,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX9931923,GSM5033840,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:21:00Z,1,GSM5033840,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520948,RNA-Seq,assembly,300,6926352000,PRJNA694629,SAMN17528354,1530003480,GEO,80 Days After Anthesis (DAA),public,"run.zq,sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931924,GSM5033841,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:26:00Z,1,GSM5033841,Domesticated variety,Ancho San Luis,SRP303149,Whole fruit
SRR13520949,RNA-Seq,assembly,300,7356881700,PRJNA694629,SAMN17528353,1616884999,GEO,0 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931925,GSM5033842,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:34:00Z,1,GSM5033842,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520950,RNA-Seq,assembly,300,8085140100,PRJNA694629,SAMN17528352,1671048012,GEO,0 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9931926,GSM5033843,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033843,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520951,RNA-Seq,assembly,300,7510497900,PRJNA694629,SAMN17528351,1764706649,GEO,10 Days After Anthesis (DAA),public,"sra,bam,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931927,GSM5033844,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033844,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520952,RNA-Seq,assembly,300,6346195800,PRJNA694629,SAMN17528350,1449193793,GEO,10 Days After Anthesis (DAA),public,"run.zq,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9931928,GSM5033845,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:31:00Z,1,GSM5033845,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520953,RNA-Seq,assembly,300,7017464100,PRJNA694629,SAMN17528349,1524432084,GEO,20 Days After Anthesis (DAA),public,"bam,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931929,GSM5033846,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:13:00Z,1,GSM5033846,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520954,RNA-Seq,assembly,300,7455059100,PRJNA694629,SAMN17528348,1624017007,GEO,20 Days After Anthesis (DAA),public,"sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9931930,GSM5033847,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:16:00Z,1,GSM5033847,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520955,RNA-Seq,assembly,300,7136691000,PRJNA694629,SAMN17528347,1582865171,GEO,30 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX9931931,GSM5033848,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:12:00Z,1,GSM5033848,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520956,RNA-Seq,assembly,300,6760687500,PRJNA694629,SAMN17528346,1507700900,GEO,30 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931932,GSM5033849,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:17:00Z,1,GSM5033849,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520957,RNA-Seq,assembly,300,6518174400,PRJNA694629,SAMN17528345,1487229798,GEO,40 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9931933,GSM5033850,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:13:00Z,1,GSM5033850,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520958,RNA-Seq,assembly,300,7087765200,PRJNA694629,SAMN17528344,1535845458,GEO,40 Days After Anthesis (DAA),public,"bam,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9931934,GSM5033851,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:16:00Z,1,GSM5033851,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520959,RNA-Seq,assembly,300,6568097100,PRJNA694629,SAMN17528343,1479391022,GEO,50 Days After Anthesis (DAA),public,"run.zq,bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931935,GSM5033852,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:27:00Z,1,GSM5033852,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520960,RNA-Seq,assembly,300,6958717500,PRJNA694629,SAMN17528375,1505645099,GEO,50 Days After Anthesis (DAA),public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9931936,GSM5033853,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:12:00Z,1,GSM5033853,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520961,RNA-Seq,assembly,300,7533747000,PRJNA694629,SAMN17528374,1575213732,GEO,60 Days After Anthesis (DAA),public,"run.zq,sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9931937,GSM5033854,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:19:00Z,1,GSM5033854,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520962,RNA-Seq,assembly,300,6402843000,PRJNA694629,SAMN17528373,1454067628,GEO,60 Days After Anthesis (DAA),public,"sra,bam,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9931954,GSM5033855,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:19:00Z,1,GSM5033855,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520963,RNA-Seq,assembly,300,9453192300,PRJNA694629,SAMN17528372,1787877897,GEO,70 Days After Anthesis (DAA),public,"run.zq,bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9931955,GSM5033856,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:32:00Z,1,GSM5033856,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520964,RNA-Seq,assembly,300,6656087400,PRJNA694629,SAMN17528371,1465770785,GEO,70 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931956,GSM5033857,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:21:00Z,1,GSM5033857,Domesticated variety,Jalapeno Espinalteco,SRP303149,Whole fruit
SRR13520965,RNA-Seq,assembly,300,5873740200,PRJNA694629,SAMN17528370,1560910664,GEO,30 days after germination,public,"sra,bam,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX9931957,GSM5033858,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:31:00Z,1,GSM5033858,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole 30 days seedlings
SRR13520966,RNA-Seq,assembly,300,6523777500,PRJNA694629,SAMN17528369,1613193266,GEO,30 days after germination,public,"run.zq,sra,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9931958,GSM5033859,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:23:00Z,1,GSM5033859,Wild accession (C. a. var. glabriusculum),Piquin Queretaro,SRP303149,Whole 30 days seedlings
SRR13520967,RNA-Seq,assembly,300,5751028500,PRJNA694629,SAMN17528368,1424667759,GEO,30 days after germination,public,"bam,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9931959,GSM5033860,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:16:00Z,1,GSM5033860,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole 30 days seedlings
SRR13520968,RNA-Seq,assembly,300,5950944000,PRJNA694629,SAMN17528367,1464343529,GEO,30 days after germination,public,"run.zq,bam,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9931960,GSM5033861,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033861,Domesticated variety,Serrano Tampiqueno 74,SRP303149,Whole 30 days seedlings
SRR13520969,RNA-Seq,assembly,300,6896885400,PRJNA694629,SAMN17528366,1557089127,GEO,0 Days After Anthesis (DAA),public,"bam,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931961,GSM5033862,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:21:00Z,1,GSM5033862,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520970,RNA-Seq,assembly,300,6385821600,PRJNA694629,SAMN17528365,1525357562,GEO,0 Days After Anthesis (DAA),public,"bam,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX9931962,GSM5033863,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:19:00Z,1,GSM5033863,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520971,RNA-Seq,assembly,300,5834851500,PRJNA694629,SAMN17528364,1449946338,GEO,10 Days After Anthesis (DAA),public,"run.zq,sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9931963,GSM5033864,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:32:00Z,1,GSM5033864,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520972,RNA-Seq,assembly,300,7901221800,PRJNA694629,SAMN17528363,1682552861,GEO,10 Days After Anthesis (DAA),public,"sra,run.zq,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX9931964,GSM5033865,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:24:00Z,1,GSM5033865,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520973,RNA-Seq,assembly,300,8548060200,PRJNA694629,SAMN17528362,1780082522,GEO,20 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931965,GSM5033866,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:25:00Z,1,GSM5033866,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520974,RNA-Seq,assembly,300,6883878000,PRJNA694629,SAMN17528361,1568422953,GEO,20 Days After Anthesis (DAA),public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9931966,GSM5033867,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:32:00Z,1,GSM5033867,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520975,RNA-Seq,assembly,300,7117342200,PRJNA694629,SAMN17528360,1560566211,GEO,30 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9931967,GSM5033868,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:22:00Z,1,GSM5033868,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
SRR13520976,RNA-Seq,assembly,300,7516056900,PRJNA694629,SAMN17528359,1615775851,GEO,30 Days After Anthesis (DAA),public,"run.zq,sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9931968,GSM5033869,Illumina NovaSeq 6000,,SINGLE,cDNA,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2021-03-16T00:00:00Z,2021-02-05T21:23:00Z,1,GSM5033869,Wild accession (C. a. var. glabriusculum),Piquin Sonora Red,SRP303149,Whole fruit
